Company Names,Cars Names,Engines,CC/Battery Capacity (cc),HorsePower (hp),Total Speed (km/h),Performance 0-100 (sec),Cars Prices (USD),Fuel Types,Seats,Torque (Nm)
PEUGEOT,3008 PSE,HYBRID I4,1598.0,300.0,235.0,6.0,50000.0,HYBRID,5,400.0
PEUGEOT,2008 ACTIVE,INLINE-4,1199.0,100.0,190.0,11.2,22000.0,PETROL,5,205.0
PEUGEOT,3008 ACTIVE,INLINE-4,1499.0,130.0,200.0,10.0,30000.0,PETROL,5,240.0
PEUGEOT,5008 ACTIVE,INLINE-4,1499.0,130.0,190.0,10.5,33000.0,PETROL,7,240.0
PEUGEOT,3008 ALLURE PREMIUM,INLINE-4,1499.0,130.0,200.0,9.8,32000.0,PETROL,5,240.0
PEUGEOT,5008 ALLURE PREMIUM,INLINE-4,1499.0,130.0,190.0,10.2,35000.0,PETROL,7,240.0
PEUGEOT,3008 GT LINE,INLINE-4,1598.0,180.0,210.0,8.5,35000.0,PETROL,5,250.0
PEUGEOT,5008 GT LINE,INLINE-4,1598.0,180.0,200.0,9.0,38000.0,PETROL,7,250.0
PEUGEOT,2008 GT,INLINE-4,1199.0,130.0,200.0,9.3,25000.0,PETROL,5,230.0
PEUGEOT,5008 GT,INLINE-4,1598.0,180.0,210.0,8.2,40000.0,PETROL,7,250.0
PEUGEOT,508 SW (STATION WAGON),INLINE-4,1598.0,180.0,220.0,8.4,35000.0,PETROL,5,300.0
PEUGEOT,508 SALOON,INLINE-4,1598.0,180.0,210.0,8.6,37000.0,PETROL,5,300.0
PEUGEOT,308 SALOON,INLINE-4,1199.0,130.0,200.0,9.0,28000.0,PETROL,5,230.0
PEUGEOT,301 SEDAN,INLINE-4,1199.0,82.0,180.0,12.0,20000.0,PETROL,5,115.0
PEUGEOT,208 SEDAN,INLINE-4,1199.0,100.0,190.0,11.2,22000.0,PETROL,5,205.0
FORD,FUSION (MONDEO),1.5L ECOBOOST / 2.0L HYBRID,1500.0,160.0,220.0,7.5,25000.0,PETROL/HYBRID,5,200.0
FORD,TAURUS,3.5L V6 / 2.0L ECOBOOST,2000.0,200.0,220.0,6.5,30000.0,PETROL,5,300.0
FORD,FIESTA,1.0L ECOBOOST / 1.5L,1000.0,85.0,200.0,7.0,15000.0,PETROL,5,130.0
FORD,FOCUS,1.0L ECOBOOST / 1.5L / 2.0L,1000.0,120.0,220.0,6.5,20000.0,PETROL,5,150.0
FORD,KA+,1.2L PETROL,1200.0,70.0,165.0,10.5,12000.0,PETROL,5,100.0
FORD,ECOSPORT,1.0L TURBO INLINE-3 / 2.0L,1000.0,123.0,180.0,9.0,20000.0,PETROL,5,170.0
FORD,ESCAPE (KUGA),1.5L ECOBOOST / 2.5L HYBRID,1500.0,181.0,190.0,7.5,25000.0,PETROL/HYBRID,5,230.0
FORD,EDGE,2.0L ECOBOOST / 2.7L V6,2000.0,250.0,200.0,6.5,35000.0,PETROL,5,400.0
FORD,EXPLORER,2.3L ECOBOOST / 3.0L V6,2300.0,300.0,200.0,6.0,35000.0,PETROL,7,420.0
FORD,EXPEDITION,3.5L ECOBOOST / 5.4L V8,3500.0,375.0,180.0,6.5,50000.0,PETROL,8,650.0
FORD,BRONCO,2.3L ECOBOOST / 2.7L V6,2300.0,275.0,200.0,7.5,30000.0,PETROL,4,400.0
FORD,BRONCO SPORT,1.5L ECOBOOST / 2.0L ECOBOOST,1500.0,181.0,185.0,7.0,26000.0,PETROL,5,250.0
FORD,F-150,3.3L V6 / 5.0L V8 / 3.5L ECOBOOST,3300.0,290.0,200.0,5.0,35000.0,PETROL/DIESEL,5,400.0
FORD,F-250 SUPER DUTY,6.2L V8 / 7.3L V8 / 6.7L TURBO-DIESEL,6200.0,385.0,180.0,6.5,40000.0,PETROL/DIESEL,5,700.0
FORD,F-350 SUPER DUTY,6.7L TURBO-DIESEL / 7.3L V8,6700.0,450.0,180.0,7.0,45000.0,DIESEL,5,1050.0
FORD,MAVERICK,2.5L HYBRID / 2.0L ECOBOOST,2500.0,191.0,180.0,6.5,22000.0,HYBRID/PETROL,5,250.0
FORD,RANGER,2.3L TURBO INLINE-4 / 2.7L V6,2300.0,270.0,180.0,6.0,25000.0,PETROL/DIESEL,5,400.0
FORD,MUSTANG MACH-E,ELECTRIC MOTOR,68.0,290.0,180.0,3.5,43000.0,ELECTRIC,5,430.0
FORD,F-150 LIGHTNING,ELECTRIC MOTOR,98.0,452.0,180.0,4.5,40000.0,ELECTRIC,5,1051.0
FORD,ESCAPE HYBRID,2.5L INLINE-4 + ELECTRIC,2500.0,200.0,180.0,7.7,28000.0,HYBRID,5,210.0
FORD,EXPLORER HYBRID,3.3L V6 + ELECTRIC,3300.0,318.0,180.0,7.5,50000.0,HYBRID,7,500.0
FORD,MUSTANG,5.0L V8,5000.0,450.0,250.0,4.3,55000.0,PETROL,4,530.0
FORD,GT,3.5L TWIN-TURBO V6,3500.0,660.0,348.0,3.0,500000.0,PETROL,2,746.0
FORD,FOCUS ST,2.3L TURBO INLINE-4,2300.0,280.0,250.0,5.7,30000.0,PETROL,5,420.0
FORD,FIESTA ST,1.5L TURBO INLINE-3,1500.0,200.0,230.0,6.5,23000.0,PETROL,5,290.0
FORD,BRONCO RAPTOR,3.0L TWIN-TURBO V6,3000.0,400.0,220.0,5.5,70000.0,PETROL,4,583.0
FORD,RANGER RAPTOR,2.7L TWIN-TURBO V6,2700.0,392.0,200.0,6.0,45000.0,PETROL,5,583.0
FORD,F-150 RAPTOR,3.5L TWIN-TURBO V6,3500.0,450.0,200.0,5.0,70000.0,PETROL,5,691.0
FORD,PUMA,TURBOCHARGED INLINE-3,1000.0,123.0,191.0,9.6,28000.0,PETROL,5,200.0
FORD,TERRITORY,TURBOCHARGED INLINE-4,1500.0,140.0,180.0,11.0,32000.0,PETROL,5,225.0
FORD,EVEREST,TURBOCHARGED INLINE-4,2000.0,210.0,190.0,10.5,52000.0,DIESEL,7,500.0
FORD,FLEX,NATURALLY ASPIRATED V6,3500.0,287.0,200.0,7.9,31000.0,PETROL,7,345.0
FORD,TRANSIT,ECOBLUE TURBO DIESEL,2000.0,170.0,160.0,12.0,43455.0,DIESEL,215,405.0
FORD,TRANSIT CONNECT,INLINE-4 GASOLINE ENGINE,2000.0,162.0,175.0,10.5,29365.0,PETROL,27,200.0
FORD,F-450 SUPER DUTY,TURBOCHARGED V8 DIESEL,6700.0,475.0,165.0,8.5,61625.0,DIESEL,26,1424.0
FORD,F-550 SUPER DUTY,TURBOCHARGED V8 DIESEL,6700.0,475.0,165.0,8.8,64540.0,DIESEL,26,1424.0
FORD,MUSTANG SHELBY GT500,SUPERCHARGED V8,5200.0,760.0,290.0,3.5,79420.0,PETROL,2,847.0
FORD,MUSTANG SHELBY GT350,NATURALLY ASPIRATED V8,5200.0,526.0,280.0,4.0,59140.0,PETROL,2,582.0
FORD,F-150 PLATINUM,TURBOCHARGED V6,3500.0,400.0,180.0,6.5,64695.0,PETROL,5,678.0
FORD,F-150 LIMITED,TURBOCHARGED V6,3500.0,450.0,190.0,6.1,84910.0,PETROL,5,678.0
FORD,EXPLORER PLATINUM,TURBOCHARGED V6,3000.0,400.0,230.0,6.0,56505.0,PETROL,7,563.0
FORD,EXPEDITION KING RANCH,TURBOCHARGED V6,3500.0,440.0,210.0,6.8,79560.0,PETROL,78,691.0
FORD,TRANSIT CUSTOM,ECOBLUE TURBO DIESEL,2000.0,130.0,160.0,12.5,35000.0,DIESEL,29,385.0
FORD,E-SERIES CUTAWAY,V8 GASOLINE ENGINE,7300.0,350.0,140.0,13.0,36000.0,PETROL,2,569.0
FORD,TRANSIT CHASSIS CAB,ECOBLUE TURBO DIESEL,2000.0,170.0,160.0,11.5,37000.0,DIESEL,2,405.0
FORD,TRANSIT ELECTRIC (E-TRANSIT),ELECTRIC MOTOR,89.0,266.0,140.0,9.0,52000.0,ELECTRIC,212,430.0
FORD,EXPLORER PLUG-IN HYBRID,V6 HYBRID + ELECTRIC MOTOR,3000.0,457.0,225.0,6.0,53000.0,HYBRID,7,825.0
FORD,MAVERICK HYBRID,I4 HYBRID,2500.0,191.0,180.0,7.8,25000.0,HYBRID,5,210.0
FORD,MUSTANG (2024),V8 GASOLINE ENGINE,5000.0,450.0,250.0,4.5,60000.0,PETROL,4,570.0
FORD,RANGER (2024),I4 TURBO DIESEL,2000.0,210.0,180.0,8.0,40000.0,DIESEL,5,500.0
FORD,ESCAPE PLUG-IN HYBRID (2024),I4 HYBRID,2500.0,221.0,190.0,7.5,38000.0,HYBRID,5,210.0
FORD,BRONCO (2024),V6 ECOBOOST,2700.0,310.0,200.0,6.7,45000.0,PETROL,5,542.0
FORD,EXPLORER (2024),V6 TURBOCHARGED,3000.0,400.0,230.0,5.9,55000.0,PETROL,7,563.0
MITSUBISHI,MIRAGE,1.2L MIVEC,1200.0,78.0,170.0,12.0,16000.0,PETROL,5,100.0
MITSUBISHI,MIRAGE G4,1.2L MIVEC,1200.0,78.0,170.0,12.0,17000.0,PETROL,5,100.0
MITSUBISHI,OUTLANDER,2.5L 4-CYLINDER,2500.0,181.0,190.0,9.5,28000.0,PETROL,7,245.0
MITSUBISHI,OUTLANDER PHEV,2.4L HYBRID,2400.0,248.0,170.0,10.5,39000.0,HYBRID,5,300.0
MITSUBISHI,ECLIPSE CROSS,1.5L TURBO,1500.0,152.0,180.0,9.8,25000.0,PETROL,5,250.0
MITSUBISHI,ASX (OUTLANDER SPORT),2.0L MIVEC,2000.0,148.0,190.0,10.0,23000.0,PETROL,5,197.0
MITSUBISHI,PAJERO,3.2L DIESEL TURBO,3200.0,189.0,180.0,10.5,40000.0,DIESEL,7,441.0
MITSUBISHI,PAJERO SPORT,2.4L DIESEL TURBO,2400.0,181.0,180.0,11.0,35000.0,DIESEL,7,430.0
MITSUBISHI,TRITON (L200),2.4L DIESEL TURBO,2400.0,181.0,177.0,10.5,25000.0,DIESEL,5,430.0
MITSUBISHI,LANCER EVOLUTION X,2.0L TURBOCHARGED,2000.0,291.0,240.0,5.0,40000.0,PETROL,5,407.0
MITSUBISHI,I-MIEV (ELECTRIC),ELECTRIC MOTOR,16.0,66.0,130.0,15.0,23000.0,ELECTRIC,4,196.0
MITSUBISHI,XPANDER,1.5L MIVEC,1500.0,105.0,170.0,13.5,20000.0,PETROL,7,141.0
MITSUBISHI,DELICA D:5,2.2L DIESEL TURBO,2200.0,145.0,175.0,11.0,35000.0,DIESEL,7,360.0
MITSUBISHI,COLT,1.1L / 1.5L MIVEC,1100.0,75.0,180.0,9.0,15000.0,PETROL,5,100.0
MITSUBISHI,GRANDIS,2.4L MIVEC,2400.0,165.0,190.0,11.0,25000.0,PETROL,7,217.0
MITSUBISHI,OUTLANDER BLACK EDITION,2.5L 4-CYLINDER,2500.0,181.0,190.0,9.5,32000.0,PETROL,7,245.0
MITSUBISHI,OUTLANDER SEL,2.5L 4-CYLINDER,2500.0,181.0,190.0,9.5,31000.0,PETROL,7,245.0
MITSUBISHI,OUTLANDER SE,2.5L 4-CYLINDER,2500.0,181.0,190.0,9.5,29000.0,PETROL,7,245.0
MITSUBISHI,ECLIPSE CROSS BLACK EDITION,1.5L TURBO,1500.0,152.0,180.0,9.8,28000.0,PETROL,5,250.0
MITSUBISHI,ASX EXCEED,2.0L MIVEC,2000.0,148.0,190.0,10.0,26000.0,PETROL,5,197.0
MITSUBISHI,TRITON ATHLETE,2.4L DIESEL TURBO,2400.0,181.0,177.0,10.5,27000.0,DIESEL,5,430.0
MITSUBISHI,PAJERO FINAL EDITION,3.2L DIESEL TURBO,3200.0,189.0,180.0,10.5,45000.0,DIESEL,7,441.0
MITSUBISHI,L200 BARBARIAN X,2.4L DIESEL TURBO,2400.0,181.0,177.0,10.5,30000.0,DIESEL,5,430.0
MITSUBISHI,SPACE STAR,1.2L MIVEC,1200.0,78.0,170.0,12.0,15000.0,PETROL,5,100.0
MITSUBISHI,LANCER EX,1.6L MIVEC / 2.0L,1600.0,117.0,200.0,10.0,20000.0,PETROL,5,154.0
MITSUBISHI,MONTERO SPORT,2.4L DIESEL TURBO,2400.0,181.0,180.0,11.0,35000.0,DIESEL,7,430.0
MITSUBISHI,ATTRAGE,1.2L MIVEC,1200.0,78.0,170.0,12.5,15000.0,PETROL,5,100.0
MITSUBISHI,RVR SE,2.0L MIVEC,2000.0,148.0,190.0,10.5,23000.0,PETROL,5,197.0
MITSUBISHI,DELICA VAN,2.0L DIESEL / 2.2L DIESEL,2000.0,145.0,175.0,11.5,30000.0,DIESEL,7,360.0
MITSUBISHI,CANTER (TRUCK),3.0L DIESEL,3000.0,150.0,120.0,,35000.0,DIESEL,2,370.0
MITSUBISHI,LANCER GLX,1.6L MIVEC,1600.0,115.0,190.0,11.5,17000.0,PETROL,5,154.0
MITSUBISHI,PAJERO GLS,3.2L DIESEL TURBO,3200.0,189.0,180.0,10.5,45000.0,DIESEL,7,441.0
MITSUBISHI,XPANDER CROSS,1.5L MIVEC,1500.0,105.0,170.0,12.0,20000.0,PETROL,7,141.0
MITSUBISHI,ECLIPSE CROSS PHEV,2.4L PHEV,2400.0,188.0,180.0,10.5,35000.0,PLUG-IN HYBRID,5,199.0
MITSUBISHI,OUTLANDER ES,2.5L 4-CYLINDER,2500.0,181.0,190.0,9.5,28000.0,PETROL,7,245.0
MITSUBISHI,MONTERO GLX,2.4L DIESEL TURBO,2400.0,181.0,180.0,11.0,35000.0,DIESEL,7,430.0
MITSUBISHI,TRITON GLX-R,2.4L DIESEL TURBO,2400.0,181.0,177.0,10.5,27000.0,DIESEL,5,430.0
MITSUBISHI,ASX DYNAMIC,2.0L MIVEC,2000.0,148.0,190.0,10.0,25000.0,PETROL,5,197.0
MITSUBISHI,MIRAGE ES,1.2L MIVEC,1200.0,78.0,170.0,12.5,15000.0,PETROL,5,100.0
MITSUBISHI,OUTLANDER LE,2.5L 4-CYLINDER,2500.0,181.0,190.0,9.5,30000.0,PETROL,7,245.0
MITSUBISHI,FUSO FIGHTER (TRUCK),7.5L DIESEL,7500.0,240.0,120.0,,70000.0,DIESEL,2,686.0
MITSUBISHI,FUSO CANTER ECO HYBRID,3.0L DIESEL HYBRID,3000.0,150.0,120.0,,50000.0,DIESEL HYBRID,2,370.0
MITSUBISHI,SPACE RUNNER,1.8L MIVEC,1800.0,140.0,185.0,10.5,20000.0,PETROL,5,170.0
MITSUBISHI,TOPPO BJ,0.7L 3-CYLINDER,660.0,52.0,130.0,15.0,10000.0,PETROL,4,60.0
MITSUBISHI,CHARIOT,2.0L MIVEC,2000.0,140.0,185.0,10.5,20000.0,PETROL,7,170.0
MITSUBISHI,LANCER SE LIMITED,2.0L MIVEC,2000.0,148.0,200.0,10.0,20000.0,PETROL,5,197.0
MITSUBISHI,PAJERO SWB (SHORT WHEEL BASE),3.2L DIESEL TURBO,3200.0,189.0,180.0,10.5,45000.0,DIESEL,5,441.0
MITSUBISHI,DELICA SPACE GEAR,2.4L PETROL,2400.0,145.0,170.0,13.0,30000.0,PETROL,7,206.0
MITSUBISHI,I (KEI CAR),0.7L 3-CYLINDER,660.0,64.0,130.0,15.5,12000.0,PETROL,4,94.0
MITSUBISHI,DION,2.0L 4-CYLINDER,2000.0,135.0,180.0,11.5,15000.0,PETROL,7,181.0
MITSUBISHI,AIRTREK,2.4L 4-CYLINDER,2400.0,160.0,190.0,11.0,20000.0,PETROL,5,214.0
MITSUBISHI,EK SPACE,0.7L 3-CYLINDER,660.0,52.0,130.0,15.0,10000.0,PETROL,4,60.0
MITSUBISHI,EK X,0.7L 3-CYLINDER,660.0,64.0,140.0,13.5,12000.0,PETROL,4,94.0
MITSUBISHI,COLT CZC CONVERTIBLE,1.5L TURBOCHARGED,1500.0,147.0,200.0,9.5,25000.0,PETROL,4,210.0
MITSUBISHI,GALANT FORTIS,2.0L MIVEC,2000.0,154.0,200.0,10.0,18000.0,PETROL,5,200.0
MITSUBISHI,ENDEAVOR,3.8L V6,3800.0,225.0,190.0,9.5,28000.0,PETROL,5,343.0
MITSUBISHI,GRAND LANCER,1.8L MIVEC,1800.0,138.0,190.0,11.5,20000.0,PETROL,5,173.0
MITSUBISHI,SIGMA,3.0L V6,3000.0,210.0,220.0,8.5,35000.0,PETROL,5,270.0
MITSUBISHI,TOWN BOX,0.7L 3-CYLINDER,660.0,48.0,120.0,16.0,10000.0,PETROL,4,60.0
MITSUBISHI,MINICAB MIEV,ELECTRIC MOTOR,16.0,64.0,100.0,,18000.0,ELECTRIC,2,196.0
MAZDA,MAZDA3,2.0L SKYACTIV-G,2000.0,155.0,200.0,8.9,22000.0,PETROL,5,213.0
MAZDA,MAZDA3 HATCHBACK,2.5L SKYACTIV-G,2500.0,186.0,210.0,8.3,24000.0,PETROL,5,252.0
MAZDA,MAZDA6,2.5L TURBOCHARGED,2500.0,250.0,240.0,6.4,27000.0,PETROL,5,420.0
MAZDA,CX-3,2.0L SKYACTIV-G,2000.0,146.0,180.0,9.5,21000.0,PETROL,5,197.0
MAZDA,CX-30,2.5L SKYACTIV-G,2500.0,186.0,204.0,8.7,23000.0,PETROL,5,252.0
MAZDA,CX-5,2.5L SKYACTIV-G,2500.0,187.0,200.0,8.8,26000.0,PETROL,5,252.0
MAZDA,CX-50,2.5L TURBOCHARGED,2500.0,256.0,220.0,6.9,29000.0,PETROL,5,434.0
MAZDA,CX-8,2.2L DIESEL,2200.0,187.0,200.0,9.2,36000.0,DIESEL,7,450.0
MAZDA,CX-9,2.5L TURBOCHARGED,2500.0,250.0,210.0,7.2,38000.0,PETROL,7,420.0
MAZDA,CX-90,3.3L INLINE-6 TURBO,3300.0,340.0,240.0,6.2,50000.0,PETROL,7,500.0
MAZDA,MX-5 MIATA,2.0L SKYACTIV-G,2000.0,181.0,225.0,6.5,27000.0,PETROL,2,205.0
MAZDA,MX-5 MIATA RF,2.0L SKYACTIV-G,2000.0,181.0,225.0,6.5,33000.0,PETROL,2,205.0
MAZDA,MX-30 ELECTRIC,ELECTRIC MOTOR,35.5,143.0,140.0,9.7,33000.0,ELECTRIC,5,271.0
MAZDA,CX-4,2.0L SKYACTIV-G,2000.0,158.0,190.0,9.6,22000.0,PETROL,5,202.0
MAZDA,CX-7,2.3L TURBOCHARGED,2300.0,244.0,210.0,7.9,28000.0,PETROL,5,350.0
MAZDA,TRIBUTE,3.0L V6,3000.0,200.0,190.0,9.0,24000.0,PETROL,5,270.0
MAZDA,B-SERIES PICKUP,2.5L DIESEL,2500.0,143.0,170.0,11.5,20000.0,DIESEL,5,330.0
MAZDA,BT-50,3.2L TURBO DIESEL,3200.0,200.0,180.0,10.0,27000.0,DIESEL,5,470.0
MAZDA,RX-7,1.3L ROTARY TWIN-TURBO,1300.0,276.0,250.0,5.5,30000.0,PETROL,4,314.0
MAZDA,RX-3,1.2L ROTARY,1200.0,110.0,180.0,8.9,15000.0,PETROL,4,145.0
MAZDA,RX-VISION CONCEPT,ROTARY SKYACTIV-R,,400.0,300.0,,,PETROL (HYBRID),2,
MAZDA,323F,1.6L INLINE-4,1600.0,105.0,180.0,10.5,14000.0,PETROL,5,145.0
MAZDA,FAMILIA SEDAN,1.5L INLINE-4,1500.0,100.0,175.0,11.0,12000.0,PETROL,5,135.0
MAZDA,PREMACY,2.0L INLINE-4,2000.0,138.0,190.0,9.8,18000.0,PETROL,7,180.0
MAZDA,DEMIO,1.5L SKYACTIV-G,1500.0,108.0,180.0,10.2,13000.0,PETROL,5,142.0
MAZDA,MILLENIA,2.3L MILLER CYCLE V6,2300.0,210.0,215.0,8.2,25000.0,PETROL,5,280.0
MAZDA,EUNOS COSMO,2.0L TWIN-ROTOR TURBO,2000.0,280.0,240.0,6.0,40000.0,PETROL,4,300.0
MAZDA,ATENZA,2.5L SKYACTIV-G,2500.0,192.0,210.0,8.5,22000.0,PETROL,5,252.0
MAZDA,ROADPACER AP,1.3L ROTARY,1300.0,130.0,170.0,11.5,20000.0,PETROL,5,165.0
MAZDA,626,2.0L INLINE-4,2000.0,140.0,190.0,9.5,18000.0,PETROL,5,180.0
MAZDA,929,3.0L V6,3000.0,205.0,220.0,8.0,25000.0,PETROL,5,270.0
MAZDA,LUCE,1.8L ROTARY,1800.0,135.0,180.0,10.5,15000.0,PETROL,5,170.0
MAZDA,CAPELLA,1.6L INLINE-4,1600.0,110.0,175.0,11.2,14000.0,PETROL,5,145.0
MAZDA,CAROL,660CC INLINE-3,660.0,63.0,140.0,15.5,9000.0,PETROL,4,90.0
MAZDA,AUTOZAM AZ-1,657CC TURBOCHARGED INLINE-3,657.0,63.0,140.0,11.0,12000.0,PETROL,2,85.0
MAZDA,SPIANO,660CC INLINE-3,660.0,54.0,130.0,16.0,8000.0,PETROL,4,80.0
MAZDA,VERISA,1.5L INLINE-4,1500.0,113.0,170.0,11.0,14000.0,PETROL,5,140.0
MAZDA,MX-6,2.5L V6,2500.0,164.0,210.0,8.8,18000.0,PETROL,4,215.0
MAZDA,MPV,3.0L V6,3000.0,200.0,185.0,9.5,25000.0,PETROL,7,265.0
MAZDA,PROCEED MARVIE,2.6L INLINE-4,2600.0,120.0,160.0,12.0,20000.0,PETROL,5,200.0
MAZDA,SENTIA,3.0L V6,3000.0,200.0,200.0,9.0,22000.0,PETROL,5,265.0
MAZDA,CRONOS,2.5L V6,2500.0,160.0,190.0,8.5,18000.0,PETROL,5,210.0
MAZDA,SCRUM,660CC INLINE-3,660.0,63.0,130.0,15.0,9000.0,PETROL,4,85.0
MAZDA,PARKWAY,1.8L INLINE-4,1800.0,115.0,160.0,12.5,20000.0,PETROL,5,155.0
MAZDA,TITAN (TRUCK),3.0L INLINE-4,3000.0,130.0,120.0,15.0,25000.0,DIESEL,2,300.0
MAZDA,CX-60,2.5L INLINE-4,2500.0,187.0,200.0,8.5,40000.0,PETROL/DIESEL,5,250.0
MAZDA,CX-80,3.0L INLINE-6,3000.0,250.0,210.0,7.5,45000.0,PETROL,7,400.0
MAZDA,T1500,1.5L INLINE-4,1500.0,75.0,120.0,18.0,15000.0,PETROL,2,105.0
MAZDA,BONGO VAN,2.0L INLINE-4,2000.0,100.0,160.0,14.0,18000.0,PETROL/DIESEL,3,140.0
MAZDA,BONGO FRIENDEE,2.5L INLINE-4,2500.0,115.0,160.0,12.5,20000.0,PETROL/DIESEL,7,160.0
MAZDA,REVUE,1.3L INLINE-4,1300.0,75.0,130.0,15.5,10000.0,PETROL,5,110.0
MAZDA,PROTEGÉ,1.8L INLINE-4,1800.0,125.0,185.0,9.0,15000.0,PETROL,5,170.0
MAZDA,XEDOS 6,2.5L V6,2500.0,170.0,215.0,8.5,25000.0,PETROL,5,230.0
MAZDA,XEDOS 9,3.0L V6,3000.0,200.0,220.0,7.5,30000.0,PETROL,5,260.0
MAZDA,121,1.3L INLINE-4,1300.0,70.0,155.0,13.0,12000.0,PETROL,5,110.0
MAZDA,1200,1.2L INLINE-4,1200.0,60.0,130.0,16.0,10000.0,PETROL,4,90.0
MAZDA,1500,1.5L INLINE-4,1500.0,85.0,145.0,14.0,12000.0,PETROL,5,120.0
MAZDA,RX-2,1.3L INLINE-2 (WANKEL),1308.0,130.0,185.0,8.5,20000.0,PETROL,4,220.0
MAZDA,RX-5,1.6L INLINE-2 (WANKEL),1588.0,135.0,190.0,8.0,25000.0,PETROL,4,210.0
MAZDA,RX-7 SPIRIT R,1.3L INLINE-2 (WANKEL),1308.0,280.0,250.0,5.5,35000.0,PETROL,2,290.0
MAZDA,COSMO SPORT (110S),1.0L INLINE-2 (WANKEL),1000.0,110.0,170.0,10.0,30000.0,PETROL,2,150.0
MAZDA,EUNOS 500,2.0L INLINE-4,1998.0,135.0,200.0,9.0,25000.0,PETROL,5,170.0
MAZDA,EUNOS ROADSTER,1.6L INLINE-4,1590.0,116.0,180.0,9.5,15000.0,PETROL,2,140.0
MAZDA,FAMILIA ASTINA,1.8L INLINE-4,1800.0,135.0,200.0,8.5,20000.0,PETROL,5,170.0
MAZDA,SAVANNA RX-7,1.3L INLINE-2 (WANKEL),1308.0,165.0,230.0,7.5,28000.0,PETROL,2,230.0
MAZDA,CAPELLA CARGO,2.0L INLINE-4,2000.0,115.0,180.0,12.0,18000.0,PETROL,4,160.0
MAZDA,818,1.6L INLINE-4,1600.0,100.0,170.0,12.5,14000.0,PETROL,5,130.0
MAZDA,SENTIA HARDTOP COUPE,2.5L V6,2500.0,160.0,210.0,8.0,30000.0,PETROL,4,220.0
MAZDA,BIANTE,2.0L INLINE-4,2000.0,150.0,185.0,10.0,22000.0,PETROL,7,200.0
MAZDA,PREMACY HYDROGEN RE HYBRID,1.3L WANKEL + ELECTRIC,1308.0,200.0,180.0,9.5,40000.0,HYBRID,5,260.0
MAZDA,CAROL P360,0.36L INLINE-2,360.0,26.0,85.0,35.0,8000.0,PETROL,4,45.0
MAZDA,T2000,2.0L INLINE-4,2000.0,110.0,170.0,12.5,18000.0,PETROL,2,160.0
MAZDA,AZ-OFFROAD,1.3L INLINE-4,1298.0,85.0,145.0,12.0,15000.0,PETROL,5,130.0
MAZDA,SCRUM WAGON,0.66L INLINE-3,657.0,64.0,120.0,15.5,10000.0,PETROL,4,95.0
MAZDA,PERSONA,1.5L INLINE-4,1497.0,92.0,160.0,13.5,13000.0,PETROL,5,130.0
MAZDA,ASTINA,1.8L INLINE-4,1800.0,140.0,190.0,8.5,20000.0,PETROL,5,160.0
MAZDA,ETUDE,1.6L INLINE-4,1598.0,105.0,170.0,10.0,14000.0,PETROL,5,135.0
MAZDA,PORTER,1.5L INLINE-4,1497.0,95.0,130.0,14.0,12000.0,PETROL,2,130.0
MAZDA,MX-3,1.6L INLINE-4,1598.0,130.0,190.0,8.5,18000.0,PETROL,4,140.0
MAZDA,MX-5 SUPERLIGHT CONCEPT,1.8L INLINE-4,1798.0,143.0,200.0,7.5,30000.0,PETROL,2,160.0
MAZDA,PREMACY HYDROGEN RE,1.3L WANKEL + ELECTRIC,1308.0,200.0,180.0,9.5,40000.0,HYBRID,5,260.0
MAZDA,BONGO TRUCK,2.0L INLINE-4,1998.0,120.0,130.0,15.0,15000.0,PETROL,2,150.0
MAZDA,ROTARY PICKUP,1.3L WANKEL ROTARY ENGINE,1308.0,130.0,150.0,14.5,18000.0,PETROL,2,160.0
MAZDA,LUCE ROTARY COUPE,1.3L WANKEL ROTARY ENGINE,1308.0,135.0,175.0,12.0,25000.0,PETROL,4,180.0
MAZDA,MILLENIA S,2.5L V6,2500.0,200.0,220.0,8.0,30000.0,PETROL,5,250.0
MAZDA,787B (RACE CAR),2.6L WANKEL ROTARY ENGINE,2620.0,700.0,320.0,3.5,5000000.0,PETROL,1,500.0
TOYOTA,CROWN SIGNIA,2.5L HYBRID I4,2487.0,240.0,180.0,7.6,43590.0,HYBRID (GAS + ELECTRIC),5,239.0
TOYOTA,4RUNNER (6TH GEN),2.4L TURBO I4 (I-FORCE MAX HYBRID),2393.0,326.0,180.0,6.8,50000.0,HYBRID,7,630.0
TOYOTA,COROLLA CROSS,2.0L GAS / 2.0L HYBRID,1987.0,169.0,190.0,8.0,25210.0,GAS / HYBRID,5,190.0
TOYOTA,C-HR+,1.8L / 2.0L HYBRID,1798.0,140.0,180.0,7.9,33000.0,HYBRID,5,190.0
TOYOTA,RAV4 (6TH GEN),2.5L HYBRID / PLUG-IN HYBRID,2487.0,219.0,200.0,6.0,29000.0,HYBRID / PLUG-IN,5,221.0
